customer_id,segment,support_channel,response_time_hours,resolution_time_hours,contacts_last_30d,satisfaction_score,retained_next_period
C01453,SMB,Email,5.04,8.52,2,3.19,0
C01454,SMB,Phone,3.18,5.45,1,3.98,1
C01455,SMB,Email,33.11,78.2,3,3.25,0
C01456,Mid-Market,Phone,16.9,27.72,2,4.25,1
C01457,Enterprise,Email,13.9,34.48,1,3.63,0
C01458,SMB,Chat,12.79,33.18,6,4.24,1
C01459,SMB,Phone,18.46,64.2,0,3.97,1
C01460,Mid-Market,Email,18.93,66.0,2,3.95,1
C01461,SMB,Email,6.03,21.69,2,3.43,0
C01462,Enterprise,Email,5.92,22.46,3,4.39,1
C01463,SMB,Chat,10.1,16.47,2,3.92,1
C01464,SMB,Email,8.25,30.17,2,3.79,1
C01465,SMB,Phone,4.46,10.09,3,4.07,1
C01466,Mid-Market,Email,7.66,13.35,1,4.27,1
C01467,SMB,Phone,9.64,25.8,3,3.61,1
C01468,Mid-Market,Chat,5.03,15.38,3,4.16,1
C01469,Mid-Market,Phone,10.59,38.38,2,3.67,1
C01470,SMB,Chat,23.57,57.92,1,4.06,1
C01471,SMB,Email,1.64,3.13,5,3.74,0
C01472,SMB,Email,5.68,10.46,3,4.06,1
C01473,Enterprise,Email,6.29,11.55,1,4.54,1
C01474,SMB,Email,4.32,14.37,2,4.36,1
C01475,SMB,Phone,9.58,25.33,4,3.98,1
C01476,SMB,Chat,7.84,25.01,3,3.94,1
C01477,Mid-Market,Email,4.81,12.35,1,4.07,1
C01478,SMB,Email,13.63,33.31,5,3.61,1
C01479,SMB,Email,2.61,9.75,2,3.75,1
C01480,SMB,Chat,8.06,22.27,1,4.37,1
C01481,SMB,Email,16.56,26.17,3,4.0,0
C01482,Mid-Market,Phone,10.46,20.01,2,4.22,1
C01483,Mid-Market,Email,7.55,24.23,4,4.15,1
C01484,SMB,Chat,13.56,16.58,3,4.03,1
C01485,Mid-Market,Chat,22.24,37.33,7,3.6,1
C01486,SMB,Chat,11.33,42.05,3,3.91,0
C01487,Enterprise,Chat,17.37,23.86,3,4.12,1
C01488,Enterprise,Email,3.72,7.67,3,3.71,1
C01489,Mid-Market,Email,8.22,13.91,1,3.58,0
C01490,Mid-Market,Phone,38.31,142.46,1,2.59,0
C01491,SMB,Chat,5.69,21.52,5,4.05,0
C01492,SMB,Email,13.77,36.21,1,3.85,1
C01493,Enterprise,Email,13.77,22.68,2,3.44,1
C01494,SMB,Email,22.76,74.16,2,3.52,0
C01495,Enterprise,Phone,4.89,6.45,2,4.19,1
C01496,SMB,Phone,0.56,1.19,5,3.93,1
C01497,SMB,Email,6.84,11.1,0,4.18,1
C01498,Mid-Market,Phone,3.68,10.75,4,3.96,1
C01499,Mid-Market,Chat,14.11,18.34,4,3.66,1
C01500,SMB,Email,37.25,70.41,4,3.3,0
C01501,SMB,Email,18.32,56.59,5,3.41,0
C01502,Mid-Market,Phone,12.26,26.84,3,3.48,1
C01503,SMB,Email,6.27,23.49,3,3.93,1
C01504,SMB,Email,6.13,19.45,3,3.74,1
C01505,Mid-Market,Chat,14.24,29.95,1,3.93,0
C01506,SMB,Email,18.15,22.17,3,3.76,1
C01507,Enterprise,Phone,3.09,7.2,5,4.16,1
C01508,SMB,Email,15.13,48.36,0,4.06,1
C01509,SMB,Email,10.88,13.44,2,4.99,1
C01510,Mid-Market,Phone,10.5,14.3,2,3.77,1
C01511,Mid-Market,Email,6.82,23.31,2,3.55,0
C01512,SMB,Email,14.76,32.61,0,3.8,0
C01513,Mid-Market,Email,6.27,9.88,5,4.32,1
C01514,SMB,Email,6.5,9.07,0,3.09,1
C01515,SMB,Chat,6.48,11.9,1,4.18,1
C01516,SMB,Phone,17.24,34.01,0,3.01,0
C01517,Enterprise,Phone,14.94,51.19,0,4.48,1
C01518,Enterprise,Email,6.0,12.77,1,4.63,1
C01519,Enterprise,Phone,18.71,23.13,1,3.56,1
C01520,SMB,Email,17.21,64.33,1,3.41,0
C01521,Enterprise,Chat,12.72,41.66,4,3.34,1
C01522,Mid-Market,Chat,9.12,23.22,6,3.65,1
C01523,SMB,Email,12.62,21.88,2,3.3,1
C01524,SMB,Email,26.12,95.26,2,3.86,1
C01525,Enterprise,Email,3.01,6.23,1,4.28,1
C01526,SMB,Chat,10.14,20.77,2,4.11,1
C01527,SMB,Email,10.99,40.44,0,3.54,1
C01528,Enterprise,Email,24.58,49.04,4,3.51,0
C01529,SMB,Phone,8.97,11.24,2,4.47,1
C01530,SMB,Email,16.48,43.45,2,3.51,0
C01531,SMB,Phone,7.6,17.37,0,4.19,1
C01532,Mid-Market,Chat,2.58,5.8,2,4.25,1
C01533,SMB,Phone,20.71,39.3,0,4.11,1
C01534,SMB,Phone,1.23,3.29,2,4.4,1
C01535,Enterprise,Chat,27.2,36.44,3,4.07,1
C01536,Mid-Market,Phone,24.07,68.05,3,3.82,1
C01537,SMB,Email,19.53,40.34,2,3.24,1
C01538,SMB,Email,4.34,15.81,2,4.13,0
C01539,Enterprise,Email,23.87,90.17,1,4.49,1
C01540,SMB,Chat,4.87,11.03,1,4.68,0
C01541,SMB,Email,11.93,35.81,2,3.3,1
C01542,SMB,Phone,7.21,20.99,3,3.98,0
C01543,SMB,Chat,10.22,22.6,5,4.26,1
C01544,SMB,Phone,18.22,36.64,3,4.68,1
C01545,Mid-Market,Email,19.86,30.81,4,3.74,0
C01546,SMB,Email,3.8,8.51,4,3.32,1
C01547,SMB,Phone,10.14,29.79,2,4.72,1
C01548,SMB,Email,17.68,23.74,2,4.15,1
C01549,SMB,Email,20.86,63.53,4,3.74,1
C01550,SMB,Phone,7.83,18.88,2,4.02,0
C01551,Mid-Market,Chat,6.75,15.04,4,3.89,0
C01552,SMB,Email,9.26,18.86,2,3.8,0
C01553,Enterprise,Chat,14.52,30.32,3,3.82,0
C01554,SMB,Email,2.91,9.3,4,4.44,0
C01555,SMB,Email,6.82,21.32,1,4.13,0
C01556,SMB,Chat,10.12,28.64,3,3.27,1
C01557,Mid-Market,Phone,31.85,60.97,3,3.33,0
C01558,SMB,Email,1.72,3.26,2,4.01,1
C01559,Enterprise,Email,25.81,96.17,3,3.69,0
C01560,SMB,Email,13.37,20.05,2,3.56,1
C01561,Mid-Market,Phone,7.31,23.99,1,3.93,1
C01562,Enterprise,Phone,10.33,21.76,3,3.64,0
C01563,SMB,Email,6.92,10.27,1,4.82,1
C01564,SMB,Chat,6.54,15.13,2,3.88,1
C01565,SMB,Email,9.61,28.67,3,3.45,1
C01566,SMB,Email,38.07,93.73,0,3.43,1
C01567,SMB,Email,15.03,33.26,5,3.71,1
C01568,Mid-Market,Chat,5.23,12.27,2,4.22,1
C01569,SMB,Email,4.23,15.5,5,4.23,1
C01570,Mid-Market,Phone,6.03,15.02,3,3.83,1
C01571,SMB,Phone,2.13,5.33,2,4.6,1
C01572,SMB,Email,9.94,36.98,1,4.24,1
C01573,SMB,Chat,9.12,29.36,2,4.77,1
C01574,SMB,Chat,22.65,54.42,4,4.06,1
C01575,Mid-Market,Email,12.64,36.4,2,3.6,0
C01576,Mid-Market,Chat,4.89,17.05,1,4.35,1
C01577,SMB,Email,5.22,10.62,1,3.88,1
C01578,Mid-Market,Chat,8.85,32.98,1,3.73,0
C01579,Mid-Market,Email,30.7,106.64,0,3.75,0
C01580,Mid-Market,Chat,11.21,18.42,5,4.32,1
C01581,SMB,Email,14.79,41.18,3,4.38,1
C01582,SMB,Email,14.48,31.14,1,3.72,0
C01583,Enterprise,Phone,33.61,93.51,3,3.66,0
C01584,SMB,Email,10.53,24.46,0,3.39,0
C01585,Enterprise,Phone,8.92,23.32,3,3.91,1
C01586,SMB,Phone,16.72,44.51,1,3.72,1
C01587,SMB,Chat,13.01,37.11,3,4.21,1
C01588,SMB,Chat,8.68,11.81,2,3.97,0
C01589,SMB,Email,13.93,19.41,2,3.0,0
C01590,Mid-Market,Chat,3.93,4.93,1,3.43,0
C01591,SMB,Email,7.81,23.54,1,3.56,1
C01592,Mid-Market,Chat,5.15,9.42,2,4.16,0
C01593,Mid-Market,Email,17.75,46.96,5,3.38,0
C01594,Mid-Market,Chat,9.48,21.55,2,4.52,1
C01595,Enterprise,Phone,9.18,13.31,2,3.99,1
C01596,SMB,Chat,14.17,44.19,4,3.81,1
C01597,Mid-Market,Phone,5.16,17.33,3,4.12,1
C01598,SMB,Chat,5.69,9.89,4,3.4,0
C01599,SMB,Email,12.42,33.44,4,4.5,0
C01600,SMB,Email,25.04,90.52,3,3.47,0
C01601,Mid-Market,Chat,5.45,7.79,4,3.34,1
C01602,SMB,Chat,2.59,4.94,3,3.56,0
C01603,Mid-Market,Phone,7.23,11.28,3,4.11,1
C01604,SMB,Chat,7.66,24.08,2,4.72,1
C01605,SMB,Phone,6.26,20.68,4,3.67,1
C01606,Enterprise,Phone,7.98,14.71,1,4.6,1
C01607,Mid-Market,Email,7.51,25.03,2,4.77,1
C01608,SMB,Email,15.92,24.98,2,3.68,1
C01609,SMB,Chat,5.88,15.26,2,4.2,1
C01610,Enterprise,Phone,2.68,4.42,1,4.49,1
C01611,SMB,Chat,18.72,48.58,4,3.33,0
C01612,SMB,Email,19.23,72.49,5,3.24,1
C01613,Enterprise,Phone,32.26,90.51,3,3.71,0
C01614,Enterprise,Email,13.24,20.26,3,3.78,1
C01615,SMB,Email,12.29,40.41,2,3.16,0
C01616,Mid-Market,Chat,0.9,2.96,1,4.35,1
C01617,Enterprise,Chat,6.22,17.9,1,4.64,1
C01618,Mid-Market,Chat,13.54,49.13,3,3.69,1
C01619,SMB,Phone,25.96,45.24,4,3.83,1
C01620,SMB,Email,14.73,25.64,3,3.87,1
C01621,Mid-Market,Chat,5.87,13.28,6,4.24,1
C01622,Enterprise,Email,6.81,8.73,7,3.54,0
C01623,SMB,Email,3.71,13.74,5,3.82,1
C01624,Enterprise,Chat,8.6,23.4,2,3.92,0
C01625,SMB,Phone,10.71,22.05,1,3.57,1
C01626,Mid-Market,Phone,12.97,37.16,3,3.26,1
C01627,Mid-Market,Phone,32.47,62.4,1,3.64,1
C01628,Mid-Market,Email,5.81,20.33,2,3.84,1
C01629,Enterprise,Email,16.24,25.23,1,3.8,1
C01630,Mid-Market,Email,9.35,29.61,5,4.14,1
C01631,Mid-Market,Email,10.65,36.03,6,3.71,1
C01632,SMB,Email,0.76,1.54,3,4.38,1
C01633,SMB,Chat,10.1,21.81,1,3.99,0
C01634,SMB,Chat,8.19,23.99,2,3.67,1
C01635,SMB,Email,39.89,50.44,5,3.28,0
C01636,Mid-Market,Phone,19.23,56.9,2,3.51,0
C01637,Mid-Market,Chat,6.23,11.77,4,4.06,0
C01638,SMB,Email,11.43,24.44,5,3.46,1
C01639,Mid-Market,Email,6.35,16.97,1,3.74,0
C01640,SMB,Chat,20.52,74.41,2,4.09,0
C01641,Mid-Market,Chat,1.7,2.87,2,4.18,1
C01642,SMB,Email,9.24,32.58,2,4.33,1
C01643,SMB,Chat,8.4,19.16,3,4.23,0
C01644,SMB,Phone,7.83,16.6,2,4.11,0
C01645,Mid-Market,Phone,1.03,3.38,1,4.52,1
C01646,SMB,Phone,4.17,6.33,4,4.31,0
C01647,SMB,Phone,8.37,10.85,3,4.02,1
C01648,SMB,Email,8.42,24.36,2,3.68,1
C01649,SMB,Phone,5.22,16.94,3,3.62,1
C01650,SMB,Chat,24.35,81.36,4,3.12,0
C01651,SMB,Email,14.4,45.48,2,3.6,1
C01652,SMB,Email,5.1,7.17,2,4.01,1
C01653,Enterprise,Email,25.79,80.4,3,3.66,1
C01654,Mid-Market,Phone,20.46,29.93,4,4.07,0
C01655,Mid-Market,Email,25.93,92.59,5,3.62,0
C01656,SMB,Email,13.6,36.19,3,3.52,0
C01657,Enterprise,Email,11.61,30.01,4,3.98,1
C01658,SMB,Email,11.85,40.79,1,3.34,0
C01659,Mid-Market,Chat,4.59,15.42,2,3.86,0
C01660,SMB,Chat,14.98,44.27,3,3.76,1
C01661,SMB,Phone,12.17,20.45,4,3.59,1
C01662,SMB,Email,17.93,25.21,1,4.18,1
C01663,SMB,Chat,7.28,18.05,3,3.84,1
C01664,SMB,Email,21.89,75.03,3,4.01,1
C01665,Mid-Market,Email,2.58,3.93,1,3.99,1
C01666,SMB,Chat,11.96,41.24,1,3.85,1
C01667,Mid-Market,Chat,19.04,30.54,4,3.95,1
C01668,SMB,Phone,5.0,14.86,4,4.34,1
C01669,SMB,Phone,20.98,40.71,3,3.98,1
C01670,SMB,Email,18.52,44.33,4,3.37,1
C01671,Enterprise,Email,15.55,56.19,3,4.07,1
C01672,SMB,Email,9.0,27.37,5,3.63,1
C01673,Mid-Market,Email,3.33,11.47,2,4.37,1
C01674,Enterprise,Email,15.17,48.71,1,3.59,0
C01675,SMB,Phone,4.24,7.63,2,4.31,0
C01676,SMB,Email,35.53,47.62,3,3.27,1
C01677,Mid-Market,Phone,16.85,30.53,0,4.12,1
C01678,SMB,Email,7.34,15.68,1,3.73,1
C01679,SMB,Email,3.04,4.49,5,4.14,1
C01680,SMB,Phone,7.37,27.24,1,4.08,0
C01681,Enterprise,Chat,4.64,11.87,1,4.32,1
C01682,SMB,Phone,17.51,58.31,5,3.6,0
C01683,SMB,Email,6.94,14.13,2,4.36,1
C01684,Mid-Market,Chat,9.77,12.83,0,4.3,1
C01685,Mid-Market,Chat,4.51,10.79,3,4.42,0
C01686,SMB,Phone,39.52,75.04,4,2.61,0
C01687,SMB,Email,5.88,8.91,4,4.28,1
C01688,SMB,Email,2.68,7.77,2,3.62,0
C01689,SMB,Chat,9.73,25.17,2,3.61,1
C01690,Mid-Market,Email,6.75,20.15,0,3.72,1
C01691,Mid-Market,Chat,16.82,56.71,4,3.66,1
C01692,Mid-Market,Email,10.32,21.28,3,3.86,1
C01693,SMB,Email,20.97,54.98,0,3.96,1
C01694,Mid-Market,Phone,5.02,6.26,1,3.63,1
C01695,Mid-Market,Phone,11.17,19.54,1,3.95,1
C01696,SMB,Phone,7.1,16.99,1,3.59,0
C01697,Enterprise,Email,6.8,8.45,1,4.02,1
C01698,Mid-Market,Phone,8.15,15.23,0,3.86,1
C01699,SMB,Phone,11.9,28.58,3,3.86,1
C01700,SMB,Phone,16.63,24.52,3,3.82,1
C01701,SMB,Chat,29.76,72.73,5,3.71,0
C01702,SMB,Phone,44.27,143.7,2,2.54,0
C01703,SMB,Chat,19.28,72.55,3,3.31,0
C01704,Mid-Market,Chat,15.55,46.1,2,3.57,1
C01705,SMB,Email,4.96,6.15,3,4.01,1
C01706,SMB,Chat,17.46,38.8,2,3.44,1
C01707,Enterprise,Chat,40.38,91.77,1,3.82,1
C01708,Mid-Market,Email,23.61,42.94,3,3.14,1
C01709,Enterprise,Chat,7.43,27.37,0,4.07,1
C01710,Enterprise,Chat,7.13,17.1,1,4.33,1
C01711,SMB,Email,29.4,56.7,2,4.0,0
C01712,SMB,Phone,11.26,28.27,2,4.4,1
C01713,SMB,Chat,34.43,52.86,3,3.79,0
C01714,SMB,Email,14.68,20.55,2,3.46,0
C01715,Mid-Market,Email,23.33,36.93,2,3.64,0
C01716,Mid-Market,Phone,5.03,18.42,0,4.55,1
C01717,Mid-Market,Phone,9.89,36.49,3,3.64,1
C01718,SMB,Phone,16.85,62.1,0,3.25,0
C01719,SMB,Email,23.44,84.94,4,3.64,1
C01720,Mid-Market,Phone,11.39,30.76,8,3.71,1
C01721,SMB,Phone,11.76,20.57,2,3.95,0
C01722,SMB,Phone,23.56,52.67,3,4.14,0
C01723,SMB,Phone,16.84,54.15,2,3.67,0
C01724,SMB,Phone,4.65,6.47,3,4.68,1
C01725,SMB,Phone,17.64,62.57,4,3.38,1
C01726,SMB,Email,29.66,73.18,2,3.34,0
C01727,SMB,Email,11.98,35.33,0,3.45,0
C01728,SMB,Email,12.59,40.24,2,3.8,1
C01729,SMB,Email,23.62,53.43,4,3.7,1
C01730,Mid-Market,Email,3.65,9.38,3,4.24,1
C01731,Mid-Market,Email,12.33,30.23,1,4.08,0
C01732,SMB,Phone,36.34,80.56,2,3.5,0
C01733,Mid-Market,Chat,24.26,55.54,2,3.23,1
C01734,Enterprise,Email,5.88,20.24,0,3.81,1
C01735,Mid-Market,Chat,4.34,9.58,2,4.28,1
C01736,SMB,Email,27.46,45.35,1,3.67,1
C01737,Enterprise,Phone,9.38,11.29,4,4.05,1
C01738,Mid-Market,Phone,6.7,15.72,2,3.98,1
C01739,SMB,Email,4.94,14.33,4,3.43,0
C01740,Enterprise,Email,23.23,36.92,3,4.35,1
C01741,Mid-Market,Phone,17.59,31.52,1,3.72,1
C01742,SMB,Phone,8.46,19.64,2,3.31,1
C01743,SMB,Chat,14.69,37.34,4,4.03,1
C01744,SMB,Phone,16.94,57.93,3,4.1,0
C01745,SMB,Email,9.21,16.43,5,3.8,1
C01746,SMB,Email,8.65,19.51,2,4.41,0
C01747,Mid-Market,Email,16.95,34.22,1,4.17,0
C01748,Mid-Market,Email,24.06,79.34,5,2.6,0
C01749,Enterprise,Phone,12.63,39.5,3,4.03,1
C01750,Mid-Market,Chat,6.31,23.32,1,4.55,1
C01751,Mid-Market,Email,22.52,52.77,1,3.48,1
C01752,Mid-Market,Email,7.26,12.17,3,4.0,1
C01753,Mid-Market,Phone,16.05,55.02,4,3.45,1
C01754,SMB,Chat,6.1,8.66,2,3.89,0
C01755,Mid-Market,Chat,5.19,8.76,2,4.01,1
C01756,SMB,Email,5.47,15.79,3,4.17,1
C01757,SMB,Phone,15.13,21.7,4,3.49,1
C01758,SMB,Phone,9.11,11.82,4,3.98,1
C01759,Mid-Market,Email,4.09,11.84,2,3.55,1
C01760,Enterprise,Phone,13.27,19.53,2,4.51,1
C01761,Mid-Market,Chat,6.78,9.85,3,3.72,1
C01762,SMB,Email,6.93,16.03,2,4.32,1
C01763,Mid-Market,Email,7.32,18.93,3,4.65,1
C01764,Enterprise,Email,26.72,48.25,1,3.35,1
C01765,Enterprise,Email,6.45,23.64,3,3.61,0
C01766,SMB,Email,4.59,7.08,2,3.9,1
C01767,SMB,Email,8.14,29.44,3,4.05,1
C01768,Mid-Market,Email,23.16,78.53,3,4.04,1
C01769,Mid-Market,Email,9.92,35.93,0,3.85,0
C01770,Enterprise,Email,13.18,29.17,4,4.07,1
C01771,SMB,Phone,11.55,30.34,2,3.73,0
C01772,SMB,Chat,43.78,118.1,2,3.28,0
C01773,Mid-Market,Email,31.61,53.26,3,3.76,0
C01774,SMB,Phone,21.1,76.18,1,4.05,1
C01775,SMB,Phone,20.68,73.74,1,4.0,0
C01776,Mid-Market,Email,6.01,22.3,2,4.15,1
C01777,Mid-Market,Chat,28.67,97.06,2,3.06,1
C01778,Enterprise,Email,9.13,29.85,4,3.88,1
C01779,SMB,Email,9.65,12.71,3,3.61,1
C01780,Mid-Market,Chat,27.37,63.23,1,3.37,1
C01781,Enterprise,Phone,2.93,6.05,1,4.14,1
C01782,Mid-Market,Chat,6.4,21.29,4,4.1,1
C01783,Mid-Market,Chat,11.7,40.54,4,4.7,1
C01784,Mid-Market,Email,4.23,14.81,1,4.26,1
C01785,SMB,Email,12.21,27.55,5,3.54,1
C01786,Enterprise,Chat,5.13,13.11,4,3.93,0
C01787,SMB,Email,25.63,60.45,1,3.59,0
C01788,SMB,Phone,13.78,52.21,1,3.7,0
C01789,Enterprise,Email,2.97,4.57,1,4.91,1
C01790,SMB,Phone,25.37,57.18,2,3.85,0
C01791,SMB,Phone,10.16,21.46,4,3.91,0
C01792,Mid-Market,Chat,8.18,17.97,4,3.75,1
C01793,Enterprise,Email,22.97,62.58,3,4.17,0
C01794,SMB,Email,6.52,21.1,1,4.21,1
C01795,SMB,Phone,6.26,9.4,1,4.43,0
C01796,SMB,Chat,15.85,24.1,1,3.65,1
C01797,SMB,Email,7.79,19.23,2,3.91,1
C01798,SMB,Email,22.63,34.55,3,3.75,1
C01799,SMB,Email,5.39,17.48,2,3.33,1
C01800,Mid-Market,Phone,8.53,11.03,0,4.35,1
C01801,SMB,Chat,22.47,60.31,2,3.57,1
C01802,Mid-Market,Phone,15.72,25.0,2,3.95,1
C01803,Mid-Market,Email,22.55,81.7,1,3.75,0
C01804,SMB,Phone,10.12,15.06,4,3.7,0
C01805,Mid-Market,Phone,7.07,14.29,1,4.03,1
C01806,SMB,Email,8.01,12.35,1,4.18,1
C01807,SMB,Phone,13.49,34.47,2,3.77,1
C01808,Mid-Market,Phone,9.78,20.86,3,3.58,1
C01809,Mid-Market,Email,15.1,54.77,4,4.26,1
C01810,SMB,Chat,10.55,24.17,4,3.78,0
C01811,Mid-Market,Chat,2.52,7.16,1,4.35,1
C01812,Mid-Market,Email,19.69,40.9,2,3.18,1
C01813,SMB,Phone,25.91,58.61,3,3.57,1
C01814,SMB,Chat,28.44,46.42,1,3.98,0
C01815,Mid-Market,Chat,3.42,7.22,5,3.91,1
C01816,Mid-Market,Chat,6.42,14.57,3,3.68,0
C01817,Mid-Market,Chat,18.21,42.95,2,4.02,1
C01818,Mid-Market,Email,8.16,24.33,2,4.32,1
C01819,Mid-Market,Phone,11.82,41.59,2,4.25,1
C01820,Enterprise,Email,11.78,14.34,1,3.55,1
C01821,SMB,Chat,5.46,19.96,2,4.18,1
C01822,SMB,Email,17.86,67.03,2,3.91,1
C01823,SMB,Email,9.81,22.85,4,4.28,1
C01824,Mid-Market,Email,19.67,37.45,0,3.51,1
C01825,SMB,Email,8.72,25.8,2,4.27,1
C01826,SMB,Chat,3.55,5.55,4,3.68,1
C01827,SMB,Phone,18.08,44.97,2,4.41,0
C01828,SMB,Phone,9.16,26.65,2,2.88,0
C01829,Enterprise,Chat,33.89,127.06,3,3.17,0
C01830,Mid-Market,Phone,6.8,9.29,1,4.04,1
C01831,SMB,Phone,5.87,7.61,3,3.58,0
C01832,SMB,Email,27.56,60.67,3,3.79,0
C01833,Enterprise,Email,10.78,18.38,2,3.72,1
C01834,SMB,Email,9.74,36.11,3,3.36,0
C01835,Enterprise,Email,18.84,37.19,2,3.66,1
C01836,Mid-Market,Chat,3.54,4.29,4,4.05,1
C01837,Mid-Market,Email,1.25,2.4,4,4.18,1
C01838,SMB,Email,11.46,42.81,0,4.01,1
C01839,SMB,Phone,17.45,22.34,4,3.68,1
C01840,SMB,Email,4.79,14.41,3,3.81,1
C01841,Mid-Market,Chat,4.53,6.28,2,3.91,1
C01842,SMB,Email,4.17,15.55,2,4.16,1
C01843,Mid-Market,Phone,18.48,46.97,4,3.5,1
C01844,Enterprise,Email,6.13,12.07,2,4.07,1
C01845,Enterprise,Email,15.4,27.11,2,3.88,0
C01846,Mid-Market,Phone,11.8,44.29,5,3.92,1
C01847,SMB,Email,17.65,45.48,2,3.9,1
C01848,SMB,Phone,13.04,24.08,4,3.86,1
C01849,SMB,Phone,7.0,23.78,2,3.9,1
C01850,Mid-Market,Email,13.8,34.81,2,3.33,1
C01851,Mid-Market,Chat,25.71,34.36,1,3.81,1
C01852,SMB,Email,24.7,68.73,5,3.27,1
C01853,Mid-Market,Phone,4.53,13.98,1,4.3,0
C01854,SMB,Chat,18.7,42.52,4,4.14,1
C01855,SMB,Email,13.08,41.73,2,3.81,1
C01856,SMB,Phone,3.77,5.27,2,4.27,1
C01857,SMB,Chat,11.33,17.43,3,3.65,1
C01858,Mid-Market,Phone,13.04,45.96,2,4.3,1
C01859,Mid-Market,Phone,25.62,39.42,1,4.1,1
C01860,SMB,Email,12.34,33.07,2,3.87,0
C01861,SMB,Email,16.83,62.26,6,3.16,1
C01862,Mid-Market,Phone,20.05,29.87,4,4.03,0
C01863,Mid-Market,Phone,10.84,40.99,3,3.76,1
C01864,Mid-Market,Email,11.24,41.97,1,4.25,0
C01865,SMB,Email,11.47,26.29,0,4.23,1
C01866,SMB,Chat,23.82,37.96,1,3.61,0
C01867,SMB,Email,13.3,20.61,2,3.73,1
C01868,SMB,Email,17.97,32.82,1,3.89,1
C01869,Enterprise,Email,13.8,39.43,0,4.16,1
C01870,SMB,Phone,5.41,11.84,1,4.09,1
C01871,SMB,Email,16.92,51.22,7,3.47,1
C01872,SMB,Chat,5.12,11.85,5,3.77,1
C01873,Mid-Market,Phone,19.27,33.19,2,3.2,0
C01874,SMB,Phone,10.71,15.49,1,4.78,1
C01875,SMB,Phone,1.75,3.56,3,4.35,1
C01876,SMB,Email,7.73,11.77,6,3.92,0
C01877,SMB,Chat,0.42,1.4,3,4.17,1
C01878,Enterprise,Phone,7.87,11.8,1,3.89,0
C01879,SMB,Email,6.49,24.27,1,4.61,1
C01880,Enterprise,Phone,5.51,15.32,3,4.09,1
C01881,SMB,Email,4.01,8.57,5,4.48,0
C01882,SMB,Email,12.28,24.79,2,3.72,1
C01883,SMB,Email,24.54,37.62,1,3.48,0
C01884,Enterprise,Phone,8.03,30.22,1,4.05,1
C01885,SMB,Email,15.04,22.11,8,3.82,1
C01886,Enterprise,Email,20.26,72.61,0,3.71,1
C01887,Mid-Market,Email,14.83,31.43,5,4.22,1
C01888,Mid-Market,Chat,8.15,10.11,0,4.46,1
C01889,SMB,Chat,9.64,25.84,2,4.19,1
C01890,Enterprise,Chat,14.65,27.07,1,3.82,1
C01891,Mid-Market,Phone,9.88,16.04,3,4.71,1
C01892,SMB,Email,16.56,21.07,1,4.49,1
C01893,Mid-Market,Chat,12.36,36.65,5,4.65,1
C01894,Enterprise,Email,8.21,10.59,2,4.24,1
C01895,SMB,Phone,10.53,17.96,3,3.31,0
C01896,SMB,Email,26.67,66.08,2,3.2,0
C01897,Mid-Market,Email,22.98,38.43,2,3.73,1
C01898,Mid-Market,Chat,10.92,23.65,2,4.07,1
C01899,SMB,Phone,12.52,40.95,3,3.33,0
C01900,SMB,Chat,20.52,26.68,3,3.91,1
C01901,Mid-Market,Phone,8.51,15.67,1,3.99,1
C01902,SMB,Email,11.25,28.4,3,3.8,0
C01903,Mid-Market,Chat,31.23,110.34,1,3.05,0
C01904,Mid-Market,Phone,4.18,11.89,1,3.57,0
C01905,SMB,Chat,7.78,23.37,4,3.72,0
C01906,SMB,Phone,16.77,62.76,2,3.72,1
C01907,SMB,Phone,15.91,28.77,2,4.09,0
C01908,SMB,Phone,1.67,4.53,1,3.89,1
C01909,SMB,Phone,0.66,1.89,3,3.77,1
C01910,SMB,Chat,3.45,5.95,7,3.66,1
C01911,SMB,Phone,9.88,26.43,2,4.14,1
C01912,SMB,Phone,22.76,31.44,3,3.95,1
C01913,Enterprise,Chat,11.52,18.65,0,4.52,0
C01914,SMB,Email,9.15,31.74,3,4.43,0
C01915,SMB,Chat,19.31,33.13,4,3.52,1
C01916,SMB,Email,25.63,90.23,2,3.54,0
C01917,Mid-Market,Email,10.99,23.94,1,3.75,1
C01918,Mid-Market,Email,21.73,48.55,4,3.9,1
C01919,SMB,Email,0.9,1.74,2,4.63,1
C01920,Mid-Market,Email,27.68,66.57,3,3.86,1
C01921,SMB,Email,27.45,92.92,1,3.16,0
C01922,SMB,Email,33.19,95.91,1,3.43,1
C01923,Mid-Market,Chat,14.42,28.06,2,4.08,1
C01924,SMB,Phone,11.53,15.51,1,3.71,1
C01925,Mid-Market,Email,4.14,9.03,1,4.49,0
C01926,SMB,Chat,12.24,20.32,2,4.59,1
C01927,Mid-Market,Chat,3.58,12.68,4,3.72,0
C01928,SMB,Email,25.44,69.52,0,3.76,0
C01929,Enterprise,Email,13.35,24.89,3,3.79,1
C01930,SMB,Email,17.4,54.9,2,3.78,0
C01931,Enterprise,Email,4.59,6.77,1,4.02,1
C01932,SMB,Phone,4.69,15.75,2,4.0,0
C01933,SMB,Chat,5.77,9.72,4,4.06,1
C01934,SMB,Email,16.67,33.3,0,4.11,0
C01935,SMB,Phone,30.44,93.56,3,3.22,0
C01936,SMB,Phone,18.02,56.45,5,3.48,1
C01937,SMB,Phone,2.04,5.96,3,3.81,0
